UniqueID,Latitude,Longitude,Site,Day,Month,Year,Collection Method,Transect ID,Transect Side,Quadrat,Depth,Visibility,End Latitude,End Longitude,Vocabulary,Name,CATAMI Unique Identifier,CATAMI Name,CATAMI Version,Measurement Unit,Measurement,Observer,Observer ID,Observer ID Type,Organisation,Organisation ID,Organisation ID Type,Project,Data Custodian,Data Contact email,Data Custodian ID,Data Custodian ID Type
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Bonnemaisonia hamifera,80300930,Macroalgae: Filamentous / filiform: Red,1.4,Percent Cover,1.6666666666666667,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Chondrus crispus,80300922,Macroalgae: Sheet-like / membraneous: Red,1.4,Percent Cover,20,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Clathromorphum circumscriptum,80300929,Macroalgae: Encrusting: Red: Calcareous,1.4,Percent Cover,5,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Corallina officinalis,80300911,Macroalgae: Articulated calcareous: Red,1.4,Percent Cover,46.666666666666664,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Cystoclonium purpureum,80300903,Macroalgae: Erect coarse branching: Red,1.4,Percent Cover,5,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Dasysiphonia japonica,80300930,Macroalgae: Filamentous / filiform: Red,1.4,Percent Cover,65,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Hildenbrandia rubra,80300929,Macroalgae: Encrusting: Red: Non-calcareous,1.4,Percent Cover,3.3333333333333335,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Lithophyllum,80300929,Macroalgae: Encrusting: Red: Calcareous,1.4,Percent Cover,3.3333333333333335,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,WORMS,Lithothamnion,80300929,Macroalgae: Encrusting: Red: Calcareous,1.4,Percent Cover,36.666666666666664,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
KEEN_30_Example_GOOS Macroalgal Subtidal Point Count_2016_8_8_NE_APPLEDORE_BROAD_COVE,42.9898,-70.6108,NE_APPLEDORE,8,8,2016,GOOS Macroalgal Subtidal Point Count,BROAD_COVE,NA,NA,8.5,4.5,42.98962,-70.61039,CATAMI,Macroalgae: Erect fine branching: Brown,80300930,Macroalgae: Erect fine branching: Brown,1.4,Percent Cover,1.6666666666666667,BYRNES,35333,OceanExpert,Byrnes Lab,SOMEIDHERE,OceanExpert,KEEN_30_Example,Jarrett Byrnes,jarrett.byrnes@umb.edu,35333,OceanExpert
